Participant,replicate,front-back,left-right,top-bottom,role,grid,black_animal_C,blue_animal_C,red_animal_C
C,05,B,L,B,receiver,A12,0,0,0
C,05,B,L,B,receiver,B12,0,0,0
C,05,B,L,B,receiver,C12,0,0,0
C,05,B,L,B,receiver,D12,0,0,0
C,05,B,L,B,receiver,E12,0,0,0
C,05,B,L,B,receiver,F12,0,0,0
C,05,B,L,B,receiver,A13,0,0,0
C,05,B,L,B,receiver,B13,0,0,0
C,05,B,L,B,receiver,C13,0,0,0
C,05,B,L,B,receiver,D13,0,0,0
C,05,B,L,B,receiver,E13,0,1,0
C,05,B,L,B,receiver,F13,0,0,1
C,05,B,L,B,receiver,A14,0,1,0
C,05,B,L,B,receiver,B14,0,0,0
C,05,B,L,B,receiver,C14,0,0,0
C,05,B,L,B,receiver,D14,0,0,0
C,05,B,L,B,receiver,E14,0,0,0
C,05,B,L,B,receiver,F14,0,0,0
C,05,B,L,B,receiver,A15,0,0,0
C,05,B,L,B,receiver,B15,0,0,0
C,05,B,L,B,receiver,C15,0,0,0
C,05,B,L,B,receiver,D15,0,0,0
C,05,B,L,B,receiver,E15,0,0,0
C,05,B,L,B,receiver,F15,0,0,0
C,05,B,L,B,receiver,A16,0,0,0
C,05,B,L,B,receiver,B16,0,0,0
C,05,B,L,B,receiver,C16,0,0,0
C,05,B,L,B,receiver,D16,0,0,0
C,05,B,L,B,receiver,E16,0,0,0
C,05,B,L,B,receiver,F16,0,0,0
C,05,B,L,B,receiver,A17,0,0,0
C,05,B,L,B,receiver,B17,0,0,0
C,05,B,L,B,receiver,C17,0,0,0
C,05,B,L,B,receiver,D17,0,0,0
C,05,B,L,B,receiver,E17,0,0,0
C,05,B,L,B,receiver,F17,0,0,0
C,05,B,L,B,receiver,A18,0,0,0
C,05,B,L,B,receiver,B18,0,0,0
C,05,B,L,B,receiver,C18,0,0,0
C,05,B,L,B,receiver,D18,0,0,0
C,05,B,L,B,receiver,E18,0,0,0
C,05,B,L,B,receiver,F18,0,0,0
C,05,B,L,B,receiver,A19,0,0,0
C,05,B,L,B,receiver,B19,0,0,0
C,05,B,L,B,receiver,C19,0,0,0
C,05,B,L,B,receiver,D19,0,0,0
C,05,B,L,B,receiver,E19,0,0,0
C,05,B,L,B,receiver,F19,0,0,0
C,05,B,L,B,receiver,A20,0,0,0
C,05,B,L,B,receiver,B20,0,0,0
C,05,B,L,B,receiver,C20,0,0,0
C,05,B,L,B,receiver,D20,0,0,0
C,05,B,L,B,receiver,E20,0,0,0
C,05,B,L,B,receiver,F20,0,0,0
C,05,B,L,B,receiver,A21,0,0,0
C,05,B,L,B,receiver,B21,0,0,0
C,05,B,L,B,receiver,C21,0,0,0
C,05,B,L,B,receiver,D21,0,0,0
C,05,B,L,B,receiver,E21,0,0,0
C,05,B,L,B,receiver,F21,0,0,0
C,05,B,L,B,receiver,A22,0,0,0
C,05,B,L,B,receiver,B22,0,0,0
C,05,B,L,B,receiver,C22,0,0,0
C,05,B,L,B,receiver,D22,0,0,0
C,05,B,L,B,receiver,E22,0,0,0
C,05,B,L,B,receiver,F22,0,0,0
C,05,B,L,B,receiver,A23,0,0,0
C,05,B,L,B,receiver,B23,0,0,0
C,05,B,L,B,receiver,C23,0,0,0
C,05,B,L,B,receiver,D23,0,0,0
C,05,B,L,B,receiver,E23,0,0,0
C,05,B,L,B,receiver,F23,0,0,0
C,05,B,L,B,receiver,A24,0,0,0
C,05,B,L,B,receiver,B24,0,0,0
C,05,B,L,B,receiver,C24,0,0,0
C,05,B,L,B,receiver,D24,0,0,0
C,05,B,L,B,receiver,E24,0,0,0
C,05,B,L,B,receiver,F24,0,0,0
C,05,B,R,T,receiver,A1,0,0,0
C,05,B,R,T,receiver,B1,0,0,0
C,05,B,R,T,receiver,C1,0,0,0
C,05,B,R,T,receiver,D1,0,0,0
C,05,B,R,T,receiver,E1,0,0,0
C,05,B,R,T,receiver,F1,0,0,0
C,05,B,R,T,receiver,A2,0,0,0
C,05,B,R,T,receiver,B2,0,0,0
C,05,B,R,T,receiver,C2,0,0,0
C,05,B,R,T,receiver,D2,0,0,0
C,05,B,R,T,receiver,E2,0,0,0
C,05,B,R,T,receiver,F2,0,0,0
C,05,B,R,T,receiver,A3,0,0,0
C,05,B,R,T,receiver,B3,0,0,0
C,05,B,R,T,receiver,C3,0,0,0
C,05,B,R,T,receiver,D3,0,1,1
C,05,B,R,T,receiver,E3,0,0,0
C,05,B,R,T,receiver,F3,0,0,0
C,05,B,R,T,receiver,A4,0,0,0
C,05,B,R,T,receiver,B4,0,0,0
C,05,B,R,T,receiver,C4,0,0,0
C,05,B,R,T,receiver,D4,0,0,0
C,05,B,R,T,receiver,E4,0,0,0
C,05,B,R,T,receiver,F4,0,0,0
C,05,B,R,T,receiver,A5,0,0,0
C,05,B,R,T,receiver,B5,0,0,0
C,05,B,R,T,receiver,C5,0,0,0
C,05,B,R,T,receiver,D5,0,0,0
C,05,B,R,T,receiver,E5,0,0,0
C,05,B,R,T,receiver,F5,0,0,0
C,05,B,R,T,receiver,A6,0,0,0
C,05,B,R,T,receiver,B6,0,0,0
C,05,B,R,T,receiver,C6,0,0,0
C,05,B,R,T,receiver,D6,0,0,0
C,05,B,R,T,receiver,E6,0,0,0
C,05,B,R,T,receiver,F6,0,0,0
C,05,B,R,T,receiver,A7,0,0,0
C,05,B,R,T,receiver,B7,1,0,0
C,05,B,R,T,receiver,C7,0,0,0
C,05,B,R,T,receiver,D7,0,0,0
C,05,B,R,T,receiver,E7,0,0,0
C,05,B,R,T,receiver,F7,0,0,0
C,05,B,R,T,receiver,A8,0,0,0
C,05,B,R,T,receiver,B8,0,0,0
C,05,B,R,T,receiver,C8,0,0,0
C,05,B,R,T,receiver,D8,0,0,0
C,05,B,R,T,receiver,E8,0,0,0
C,05,B,R,T,receiver,F8,0,0,0
C,05,B,R,T,receiver,A9,0,0,0
C,05,B,R,T,receiver,B9,1,0,0
C,05,B,R,T,receiver,C9,0,0,0
C,05,B,R,T,receiver,D9,0,0,0
C,05,B,R,T,receiver,E9,0,0,0
C,05,B,R,T,receiver,F9,0,0,0
C,05,B,R,T,receiver,A10,0,0,0
C,05,B,R,T,receiver,B10,0,0,0
C,05,B,R,T,receiver,C10,0,0,0
C,05,B,R,T,receiver,D10,0,1,0
C,05,B,R,T,receiver,E10,0,0,0
C,05,B,R,T,receiver,F10,1,0,0
C,05,B,R,T,receiver,A11,0,0,0
C,05,B,R,T,receiver,B11,0,0,0
C,05,B,R,T,receiver,C11,0,0,0
C,05,B,R,T,receiver,D11,0,0,0
C,05,B,R,T,receiver,E11,0,0,0
C,05,B,R,T,receiver,F11,0,0,0
C,05,B,R,T,receiver,A12,0,0,0
C,05,B,R,T,receiver,B12,0,0,0
C,05,B,R,T,receiver,C12,0,0,0
C,05,B,R,T,receiver,D12,0,0,1
C,05,B,R,T,receiver,E12,1,0,0
C,05,B,R,T,receiver,F12,1,0,0
C,05,B,R,T,receiver,A13,0,0,0
C,05,B,R,T,receiver,B13,0,0,0
C,05,B,R,T,receiver,C13,0,0,0
C,05,B,R,T,receiver,D13,0,0,0
C,05,B,R,T,receiver,E13,0,0,0
C,05,B,R,T,receiver,F13,0,0,0
C,05,B,R,T,receiver,A14,0,0,0
C,05,B,R,T,receiver,B14,0,0,0
C,05,B,R,T,receiver,C14,0,0,0
C,05,B,R,T,receiver,D14,0,0,0
C,05,B,R,T,receiver,E14,0,0,0
C,05,B,R,T,receiver,F14,0,0,0
C,05,B,R,T,receiver,A15,0,0,0
C,05,B,R,T,receiver,B15,0,0,0
C,05,B,R,T,receiver,C15,0,0,0
C,05,B,R,T,receiver,D15,0,1,0
C,05,B,R,T,receiver,E15,0,1,0
C,05,B,R,T,receiver,F15,0,0,0
C,05,B,R,T,receiver,A16,0,0,0
C,05,B,R,T,receiver,B16,0,0,0
C,05,B,R,T,receiver,C16,0,0,0
C,05,B,R,T,receiver,D16,0,0,0
C,05,B,R,T,receiver,E16,0,0,0
C,05,B,R,T,receiver,F16,0,0,0
C,05,B,R,T,receiver,A17,0,0,0
C,05,B,R,T,receiver,B17,0,0,0
C,05,B,R,T,receiver,C17,0,0,0
C,05,B,R,T,receiver,D17,0,0,0
C,05,B,R,T,receiver,E17,0,0,0
C,05,B,R,T,receiver,F17,0,0,0
C,05,B,R,T,receiver,A18,0,0,0
C,05,B,R,T,receiver,B18,0,0,0
C,05,B,R,T,receiver,C18,1,0,0
C,05,B,R,T,receiver,D18,0,0,0
C,05,B,R,T,receiver,E18,0,0,0
C,05,B,R,T,receiver,F18,0,0,0
C,05,B,R,T,receiver,A19,0,0,1
C,05,B,R,T,receiver,B19,0,0,0
C,05,B,R,T,receiver,C19,0,0,0
C,05,B,R,T,receiver,D19,0,1,0
C,05,B,R,T,receiver,E19,0,0,0
C,05,B,R,T,receiver,F19,0,0,0
C,05,B,R,T,receiver,A20,0,0,0
C,05,B,R,T,receiver,B20,0,0,0
C,05,B,R,T,receiver,C20,0,0,0
C,05,B,R,T,receiver,D20,0,0,0
C,05,B,R,T,receiver,E20,0,0,0
C,05,B,R,T,receiver,F20,0,0,0
C,05,B,R,T,receiver,A21,0,0,0
C,05,B,R,T,receiver,B21,0,0,0
C,05,B,R,T,receiver,C21,0,0,0
C,05,B,R,T,receiver,D21,0,0,0
C,05,B,R,T,receiver,E21,0,0,0
C,05,B,R,T,receiver,F21,0,0,0
C,05,B,R,T,receiver,A22,0,0,0
C,05,B,R,T,receiver,B22,0,0,0
C,05,B,R,T,receiver,C22,0,0,0
C,05,B,R,T,receiver,D22,0,0,0
C,05,B,R,T,receiver,E22,0,0,0
C,05,B,R,T,receiver,F22,0,0,0
C,05,B,R,T,receiver,A23,0,0,0
C,05,B,R,T,receiver,B23,0,0,0
C,05,B,R,T,receiver,C23,0,0,0
C,05,B,R,T,receiver,D23,0,0,0
C,05,B,R,T,receiver,E23,0,0,0
C,05,B,R,T,receiver,F23,0,0,0
C,05,B,R,T,receiver,A24,0,0,0
C,05,B,R,T,receiver,B24,0,0,0
C,05,B,R,T,receiver,C24,0,0,0
C,05,B,R,T,receiver,D24,0,0,0
C,05,B,R,T,receiver,E24,1,0,0
C,05,B,R,T,receiver,F24,0,0,0
C,05,B,R,B,receiver,A1,0,0,0
C,05,B,R,B,receiver,B1,0,0,0
C,05,B,R,B,receiver,C1,0,0,0
C,05,B,R,B,receiver,D1,0,0,0
C,05,B,R,B,receiver,E1,0,0,0
C,05,B,R,B,receiver,F1,0,0,0
C,05,B,R,B,receiver,A2,0,0,0
C,05,B,R,B,receiver,B2,0,0,0
C,05,B,R,B,receiver,C2,0,0,0
C,05,B,R,B,receiver,D2,0,0,0
C,05,B,R,B,receiver,E2,0,0,0
C,05,B,R,B,receiver,F2,0,0,0
C,05,B,R,B,receiver,A3,0,0,0
C,05,B,R,B,receiver,B3,0,1,0
C,05,B,R,B,receiver,C3,0,0,0
C,05,B,R,B,receiver,D3,0,0,0
C,05,B,R,B,receiver,E3,0,0,0
C,05,B,R,B,receiver,F3,0,0,0
C,05,B,R,B,receiver,A4,0,0,0
C,05,B,R,B,receiver,B4,1,0,0
C,05,B,R,B,receiver,C4,0,0,0
C,05,B,R,B,receiver,D4,0,0,0
C,05,B,R,B,receiver,E4,0,0,0
C,05,B,R,B,receiver,F4,0,0,0
C,05,B,R,B,receiver,A5,1,0,0
C,05,B,R,B,receiver,B5,0,0,0
C,05,B,R,B,receiver,C5,0,0,0
C,05,B,R,B,receiver,D5,0,0,0
C,05,B,R,B,receiver,E5,0,0,0
C,05,B,R,B,receiver,F5,0,0,0
C,05,B,R,B,receiver,A6,0,0,0
C,05,B,R,B,receiver,B6,0,0,1
C,05,B,R,B,receiver,C6,0,0,0
C,05,B,R,B,receiver,D6,0,0,0
C,05,B,R,B,receiver,E6,0,0,0
C,05,B,R,B,receiver,F6,1,0,0
C,05,B,R,B,receiver,A7,0,0,0
C,05,B,R,B,receiver,B7,0,0,0
C,05,B,R,B,receiver,C7,0,0,0
C,05,B,R,B,receiver,D7,0,0,0
C,05,B,R,B,receiver,E7,0,0,0
C,05,B,R,B,receiver,F7,0,0,0
C,05,B,R,B,receiver,A8,0,0,0
C,05,B,R,B,receiver,B8,0,1,0
C,05,B,R,B,receiver,C8,1,0,0
C,05,B,R,B,receiver,D8,0,1,0
C,05,B,R,B,receiver,E8,0,0,0
C,05,B,R,B,receiver,F8,0,0,0
C,05,B,R,B,receiver,A9,0,0,0
C,05,B,R,B,receiver,B9,0,0,0
C,05,B,R,B,receiver,C9,0,0,0
C,05,B,R,B,receiver,D9,0,0,0
C,05,B,R,B,receiver,E9,0,0,0
C,05,B,R,B,receiver,F9,0,0,0
C,05,B,R,B,receiver,A10,0,0,0
C,05,B,R,B,receiver,B10,0,0,0
C,05,B,R,B,receiver,C10,1,0,0
C,05,B,R,B,receiver,D10,1,0,0
C,05,B,R,B,receiver,E10,0,0,0
C,05,B,R,B,receiver,F10,0,0,0
C,05,B,R,B,receiver,A11,0,0,0
C,05,B,R,B,receiver,B11,1,0,0
C,05,B,R,B,receiver,C11,0,0,0
C,05,B,R,B,receiver,D11,0,0,0
C,05,B,R,B,receiver,E11,0,0,0
C,05,B,R,B,receiver,F11,0,0,0
C,05,B,R,B,receiver,A12,0,0,0
C,05,B,R,B,receiver,B12,1,0,0
C,05,B,R,B,receiver,C12,0,0,0
C,05,B,R,B,receiver,D12,0,0,0
C,05,B,R,B,receiver,E12,0,0,0
C,05,B,R,B,receiver,F12,0,0,0
C,05,B,R,B,receiver,A13,1,0,0
C,05,B,R,B,receiver,B13,0,0,0
C,05,B,R,B,receiver,C13,0,0,0
C,05,B,R,B,receiver,D13,0,0,0
C,05,B,R,B,receiver,E13,0,0,0
C,05,B,R,B,receiver,F13,0,0,0
C,05,B,R,B,receiver,A14,0,0,0
C,05,B,R,B,receiver,B14,0,0,0
C,05,B,R,B,receiver,C14,0,0,0
C,05,B,R,B,receiver,D14,0,0,0
C,05,B,R,B,receiver,E14,0,0,0
C,05,B,R,B,receiver,F14,0,0,0
C,05,B,R,B,receiver,A15,0,0,0
C,05,B,R,B,receiver,B15,0,0,0
C,05,B,R,B,receiver,C15,0,0,1
C,05,B,R,B,receiver,D15,0,0,0
C,05,B,R,B,receiver,E15,0,0,0
C,05,B,R,B,receiver,F15,0,0,0
C,05,B,R,B,receiver,A16,0,0,0
C,05,B,R,B,receiver,B16,0,0,0
C,05,B,R,B,receiver,C16,0,0,0
C,05,B,R,B,receiver,D16,0,0,0
C,05,B,R,B,receiver,E16,0,0,0
C,05,B,R,B,receiver,F16,0,0,0
C,05,B,R,B,receiver,A17,0,0,0
C,05,B,R,B,receiver,B17,0,0,0
C,05,B,R,B,receiver,C17,0,0,0
C,05,B,R,B,receiver,D17,0,0,0
C,05,B,R,B,receiver,E17,0,0,0
C,05,B,R,B,receiver,F17,0,0,0
C,05,B,R,B,receiver,A18,0,0,0
C,05,B,R,B,receiver,B18,0,0,0
C,05,B,R,B,receiver,C18,0,0,0
C,05,B,R,B,receiver,D18,0,0,0
C,05,B,R,B,receiver,E18,0,0,1
C,05,B,R,B,receiver,F18,0,0,0
C,05,B,R,B,receiver,A19,0,0,0
C,05,B,R,B,receiver,B19,0,0,0
C,05,B,R,B,receiver,C19,0,0,0
C,05,B,R,B,receiver,D19,0,0,0
C,05,B,R,B,receiver,E19,0,0,0
C,05,B,R,B,receiver,F19,0,0,0
C,05,B,R,B,receiver,A20,0,0,0
C,05,B,R,B,receiver,B20,0,0,0
C,05,B,R,B,receiver,C20,1,0,0
C,05,B,R,B,receiver,D20,0,0,0
C,05,B,R,B,receiver,E20,0,0,0
C,05,B,R,B,receiver,F20,1,0,0
C,05,B,R,B,receiver,A21,0,0,0
C,05,B,R,B,receiver,B21,0,0,0
C,05,B,R,B,receiver,C21,0,0,0
C,05,B,R,B,receiver,D21,0,0,0
C,05,B,R,B,receiver,E21,0,0,0
C,05,B,R,B,receiver,F21,0,0,0
C,05,B,R,B,receiver,A22,0,0,0
C,05,B,R,B,receiver,B22,0,0,0
C,05,B,R,B,receiver,C22,0,0,0
C,05,B,R,B,receiver,D22,0,0,0
C,05,B,R,B,receiver,E22,0,0,0
C,05,B,R,B,receiver,F22,0,0,0
C,05,B,R,B,receiver,A23,0,0,0
C,05,B,R,B,receiver,B23,0,0,0
C,05,B,R,B,receiver,C23,0,0,0
C,05,B,R,B,receiver,D23,0,0,0
C,05,B,R,B,receiver,E23,0,0,0
C,05,B,R,B,receiver,F23,0,0,0
C,05,B,R,B,receiver,A24,0,0,0
C,05,B,R,B,receiver,B24,0,0,0
C,05,B,R,B,receiver,C24,0,0,0
C,05,B,R,B,receiver,D24,0,0,0
C,05,B,R,B,receiver,E24,0,0,0
C,05,B,R,B,receiver,F24,0,0,0
C,06,B,L,T,receiver,A1,0,0,0
C,06,B,L,T,receiver,B1,0,0,0
C,06,B,L,T,receiver,C1,0,0,0
C,06,B,L,T,receiver,D1,0,0,0
C,06,B,L,T,receiver,E1,0,0,0
C,06,B,L,T,receiver,F1,0,0,0
C,06,B,L,T,receiver,A2,0,0,0
C,06,B,L,T,receiver,B2,0,0,0
C,06,B,L,T,receiver,C2,0,0,0
C,06,B,L,T,receiver,D2,0,0,0
C,06,B,L,T,receiver,E2,0,0,0
C,06,B,L,T,receiver,F2,0,0,0
C,06,B,L,T,receiver,A3,0,0,0
C,06,B,L,T,receiver,B3,0,0,0
C,06,B,L,T,receiver,C3,0,0,0
C,06,B,L,T,receiver,D3,0,0,0
C,06,B,L,T,receiver,E3,0,0,0
C,06,B,L,T,receiver,F3,0,0,0
C,06,B,L,T,receiver,A4,0,0,0
C,06,B,L,T,receiver,B4,0,0,0
C,06,B,L,T,receiver,C4,0,0,0
C,06,B,L,T,receiver,D4,0,0,0
C,06,B,L,T,receiver,E4,1,0,0
C,06,B,L,T,receiver,F4,0,0,0
C,06,B,L,T,receiver,A5,0,0,0
C,06,B,L,T,receiver,B5,0,1,0
C,06,B,L,T,receiver,C5,0,0,0
C,06,B,L,T,receiver,D5,0,0,0
C,06,B,L,T,receiver,E5,0,0,0
C,06,B,L,T,receiver,F5,0,0,0
C,06,B,L,T,receiver,A6,0,0,0
C,06,B,L,T,receiver,B6,0,1,0
C,06,B,L,T,receiver,C6,0,0,0
C,06,B,L,T,receiver,D6,0,0,0
C,06,B,L,T,receiver,E6,0,0,0
C,06,B,L,T,receiver,F6,0,0,0
C,06,B,L,T,receiver,A7,1,0,0
C,06,B,L,T,receiver,B7,0,0,0
C,06,B,L,T,receiver,C7,0,0,0
C,06,B,L,T,receiver,D7,0,0,0
C,06,B,L,T,receiver,E7,0,0,0
C,06,B,L,T,receiver,F7,0,0,0
C,06,B,L,T,receiver,A8,0,0,0
C,06,B,L,T,receiver,B8,0,0,0
C,06,B,L,T,receiver,C8,0,0,0
C,06,B,L,T,receiver,D8,0,0,0
C,06,B,L,T,receiver,E8,0,0,0
C,06,B,L,T,receiver,F8,0,0,0
C,06,B,L,T,receiver,A9,0,0,0
C,06,B,L,T,receiver,B9,1,0,0
C,06,B,L,T,receiver,C9,0,2,0
C,06,B,L,T,receiver,D9,1,0,0
C,06,B,L,T,receiver,E9,0,0,0
C,06,B,L,T,receiver,F9,0,0,0
C,06,B,L,T,receiver,A10,0,0,0
C,06,B,L,T,receiver,B10,0,0,0
C,06,B,L,T,receiver,C10,0,1,0
C,06,B,L,T,receiver,D10,0,0,0
C,06,B,L,T,receiver,E10,0,0,1
C,06,B,L,T,receiver,F10,0,0,0
C,06,B,L,T,receiver,A11,0,1,0
C,06,B,L,T,receiver,B11,0,0,0
C,06,B,L,T,receiver,C11,1,1,0
C,06,B,L,T,receiver,D11,0,0,0
C,06,B,L,T,receiver,E11,0,1,0
C,06,B,L,T,receiver,F11,0,0,0
C,06,B,L,T,receiver,A12,0,1,0
C,06,B,L,T,receiver,B12,0,0,0
C,06,B,L,T,receiver,C12,0,0,0
C,06,B,L,T,receiver,D12,0,0,1
C,06,B,L,T,receiver,E12,0,0,0
C,06,B,L,T,receiver,F12,0,0,0
C,06,B,L,T,receiver,A13,0,0,0
C,06,B,L,T,receiver,B13,0,0,0
C,06,B,L,T,receiver,C13,0,0,0
C,06,B,L,T,receiver,D13,0,0,0
C,06,B,L,T,receiver,E13,0,0,0
C,06,B,L,T,receiver,F13,0,0,0
C,06,B,L,T,receiver,A14,0,0,0
C,06,B,L,T,receiver,B14,0,0,0
C,06,B,L,T,receiver,C14,0,0,0
C,06,B,L,T,receiver,D14,0,0,1
C,06,B,L,T,receiver,E14,0,0,0
C,06,B,L,T,receiver,F14,1,0,0
C,06,B,L,T,receiver,A15,0,0,0
C,06,B,L,T,receiver,B15,1,0,0
C,06,B,L,T,receiver,C15,0,0,0
C,06,B,L,T,receiver,D15,1,0,0
C,06,B,L,T,receiver,E15,0,0,0
C,06,B,L,T,receiver,F15,0,0,0
C,06,B,L,T,receiver,A16,0,0,0
C,06,B,L,T,receiver,B16,0,0,0
C,06,B,L,T,receiver,C16,0,0,0
C,06,B,L,T,receiver,D16,0,0,0
C,06,B,L,T,receiver,E16,0,0,0
C,06,B,L,T,receiver,F16,0,0,0
C,06,B,L,T,receiver,A17,0,0,0
C,06,B,L,T,receiver,B17,0,0,0
C,06,B,L,T,receiver,C17,0,0,0
C,06,B,L,T,receiver,D17,0,0,0
C,06,B,L,T,receiver,E17,0,0,0
C,06,B,L,T,receiver,F17,0,0,0
C,06,B,L,T,receiver,A18,0,0,0
C,06,B,L,T,receiver,B18,0,0,0
C,06,B,L,T,receiver,C18,0,1,0
C,06,B,L,T,receiver,D18,0,0,0
C,06,B,L,T,receiver,E18,0,0,0
C,06,B,L,T,receiver,F18,0,0,0
C,06,B,L,T,receiver,A19,0,0,0
C,06,B,L,T,receiver,B19,0,0,0
C,06,B,L,T,receiver,C19,0,0,0
C,06,B,L,T,receiver,D19,0,0,0
C,06,B,L,T,receiver,E19,0,0,0
C,06,B,L,T,receiver,F19,0,0,0
C,06,B,L,T,receiver,A20,0,0,0
C,06,B,L,T,receiver,B20,0,0,0
C,06,B,L,T,receiver,C20,0,0,1
C,06,B,L,T,receiver,D20,0,0,0
C,06,B,L,T,receiver,E20,0,0,0
C,06,B,L,T,receiver,F20,0,0,0
C,06,B,L,T,receiver,A21,0,0,0
C,06,B,L,T,receiver,B21,0,0,0
C,06,B,L,T,receiver,C21,0,0,0
C,06,B,L,T,receiver,D21,0,0,0
C,06,B,L,T,receiver,E21,0,0,0
C,06,B,L,T,receiver,F21,0,0,0
C,06,B,L,T,receiver,A22,0,0,0
C,06,B,L,T,receiver,B22,0,0,0
C,06,B,L,T,receiver,C22,0,0,0
C,06,B,L,T,receiver,D22,0,0,0
C,06,B,L,T,receiver,E22,0,0,0
C,06,B,L,T,receiver,F22,0,0,0
C,06,B,L,T,receiver,A23,0,0,0
C,06,B,L,T,receiver,B23,0,0,0
C,06,B,L,T,receiver,C23,0,0,0
C,06,B,L,T,receiver,D23,0,0,0
C,06,B,L,T,receiver,E23,0,0,0
C,06,B,L,T,receiver,F23,0,0,0
C,06,B,L,T,receiver,A24,0,0,0
C,06,B,L,T,receiver,B24,0,0,0
C,06,B,L,T,receiver,C24,0,0,0
C,06,B,L,T,receiver,D24,0,0,0
C,06,B,L,T,receiver,E24,0,0,0
C,06,B,L,T,receiver,F24,0,0,0
C,06,B,L,B,receiver,A1,0,0,0
C,06,B,L,B,receiver,B1,0,0,0
C,06,B,L,B,receiver,C1,0,0,0
C,06,B,L,B,receiver,D1,0,0,0
C,06,B,L,B,receiver,E1,0,0,0
C,06,B,L,B,receiver,F1,0,0,0
C,06,B,L,B,receiver,A2,1,0,0
C,06,B,L,B,receiver,B2,0,1,0
C,06,B,L,B,receiver,C2,0,0,0
C,06,B,L,B,receiver,D2,0,1,0
C,06,B,L,B,receiver,E2,1,0,0
C,06,B,L,B,receiver,F2,0,0,0
C,06,B,L,B,receiver,A3,0,0,0
C,06,B,L,B,receiver,B3,0,0,0
C,06,B,L,B,receiver,C3,0,0,0
C,06,B,L,B,receiver,D3,0,0,1
C,06,B,L,B,receiver,E3,0,0,0
C,06,B,L,B,receiver,F3,0,0,0
C,06,B,L,B,receiver,A4,0,0,0
C,06,B,L,B,receiver,B4,0,1,0
C,06,B,L,B,receiver,C4,0,0,0
C,06,B,L,B,receiver,D4,0,0,0
C,06,B,L,B,receiver,E4,0,0,0
C,06,B,L,B,receiver,F4,0,0,0
C,06,B,L,B,receiver,A5,0,0,0
C,06,B,L,B,receiver,B5,0,0,0
C,06,B,L,B,receiver,C5,1,0,0
C,06,B,L,B,receiver,D5,0,0,0
C,06,B,L,B,receiver,E5,0,0,0
C,06,B,L,B,receiver,F5,0,0,0
C,06,B,L,B,receiver,A6,0,0,0
C,06,B,L,B,receiver,B6,0,0,0
C,06,B,L,B,receiver,C6,0,0,0
C,06,B,L,B,receiver,D6,0,0,0
C,06,B,L,B,receiver,E6,0,1,0
C,06,B,L,B,receiver,F6,0,0,0
C,06,B,L,B,receiver,A7,0,0,0
C,06,B,L,B,receiver,B7,0,0,0
C,06,B,L,B,receiver,C7,0,0,0
C,06,B,L,B,receiver,D7,0,0,0
C,06,B,L,B,receiver,E7,0,0,0
C,06,B,L,B,receiver,F7,0,0,0
C,06,B,L,B,receiver,A8,0,0,0
C,06,B,L,B,receiver,B8,0,0,0
C,06,B,L,B,receiver,C8,0,0,0
C,06,B,L,B,receiver,D8,0,0,0
C,06,B,L,B,receiver,E8,0,0,0
C,06,B,L,B,receiver,F8,0,0,0
C,06,B,L,B,receiver,A9,0,0,0
C,06,B,L,B,receiver,B9,0,1,0
C,06,B,L,B,receiver,C9,0,0,0
C,06,B,L,B,receiver,D9,0,0,0
C,06,B,L,B,receiver,E9,0,0,0
C,06,B,L,B,receiver,F9,0,0,0
C,06,B,L,B,receiver,A10,0,0,0
C,06,B,L,B,receiver,B10,1,0,0
C,06,B,L,B,receiver,C10,0,0,0
C,06,B,L,B,receiver,D10,0,0,0
C,06,B,L,B,receiver,E10,0,0,1
C,06,B,L,B,receiver,F10,0,0,0
C,06,B,L,B,receiver,A11,0,0,0
C,06,B,L,B,receiver,B11,0,0,0
C,06,B,L,B,receiver,C11,0,0,0
C,06,B,L,B,receiver,D11,0,0,0
C,06,B,L,B,receiver,E11,0,0,0
C,06,B,L,B,receiver,F11,0,0,0
C,06,B,L,B,receiver,A12,0,0,0
C,06,B,L,B,receiver,B12,0,0,0
C,06,B,L,B,receiver,C12,0,0,0
C,06,B,L,B,receiver,D12,0,1,0
C,06,B,L,B,receiver,E12,0,0,0
C,06,B,L,B,receiver,F12,0,0,0
C,06,B,L,B,receiver,A13,0,0,0
C,06,B,L,B,receiver,B13,0,0,0
C,06,B,L,B,receiver,C13,0,0,0
C,06,B,L,B,receiver,D13,0,0,0
C,06,B,L,B,receiver,E13,0,0,0
C,06,B,L,B,receiver,F13,0,0,0
C,06,B,L,B,receiver,A14,0,0,0
C,06,B,L,B,receiver,B14,1,0,0
C,06,B,L,B,receiver,C14,0,1,0
C,06,B,L,B,receiver,D14,0,0,0
C,06,B,L,B,receiver,E14,0,0,0
C,06,B,L,B,receiver,F14,0,0,0
C,06,B,L,B,receiver,A15,0,0,0
C,06,B,L,B,receiver,B15,0,0,0
C,06,B,L,B,receiver,C15,0,0,1
C,06,B,L,B,receiver,D15,0,0,0
C,06,B,L,B,receiver,E15,0,0,0
C,06,B,L,B,receiver,F15,0,0,0
C,06,B,L,B,receiver,A16,0,0,0
C,06,B,L,B,receiver,B16,0,0,0
C,06,B,L,B,receiver,C16,0,0,0
C,06,B,L,B,receiver,D16,0,0,0
C,06,B,L,B,receiver,E16,0,0,0
C,06,B,L,B,receiver,F16,0,0,0
